1.181437047436911136e+01,2.916503422548550617e+01,5.200254773854435797e+01,6.883610594608511235e+01,9.124717742515892382e+01,1.484431003152020025e+02,3.160506614543616593e+02,3.815662553595392410e+02,4.291820664036349626e+02,5.281898125061193241e+02,5.367534811995622022e+02,5.151751207768367067e+02,4.949403013833254477e+02,5.851663451547590284e+02,5.316832607133030706e+02,5.274602821411585865e+02
1.354877831861998772e+01,3.452618721234293986e+01,6.305224957756368553e+01,9.602953175989389933e+01,1.368542766037772367e+02,1.184846857503051467e+02,3.650795689285024537e+02,3.404735913313443803e+02,2.754609992241751115e+02,2.439329701801552233e+02,1.845225428610278016e+02,1.048792161588018814e+02,-3.917209968614724858e+01,-9.400607905989880919e+01,-1.533281028047597943e+02,-1.616781956998454461e+01
1.523845971521473075e+01,3.948835645547431028e+01,7.377466111491844458e+01,9.333544853042050704e+01,1.178990240595085197e+02,1.039446526153060972e+02,8.474635499397668070e+01,4.732700444567999654e+01,1.820644079742969268e+01,3.206727960086206508e+01,-1.017320283748610450e+02,-7.190813648847586137e+01,-9.380970842938012311e+00,3.172064926067594115e+01,1.713810643085890320e+02,2.177188765810345217e+02
1.654308037499547979e+01,4.471356985776959192e+01,7.410243434215010438e+01,8.652718506537532051e+01,7.706467436421574746e+01,5.051304350124034670e+01,2.419470009648635056e+01,-4.111676401305314243e+01,-3.783434979794796504e+01,1.128333303734663673e+00,8.944303523215940288e+01,1.988605820389112182e+02,2.115803949530821342e+02,3.268241036109000106e+02,4.203346606831103713e+02,2.732793662039732681e+02
1.860341398024808512e+01,4.655740161066868410e+01,6.803781293274334985e+01,6.881250003536020188e+01,3.491495913796848072e+01,-1.484976772812186141e+01,-4.353301013464371749e+01,-3.145879110753062946e+01,4.880931243842228184e+01,1.323301820922016248e+02,2.931131242373774057e+02,3.731233873743642562e+02,2.307939653621897378e+02,1.348074268382567880e+02,-7.986022068391247331e+01,-2.339530993214009413e+01
1.932370529771565515e+01,4.957506886432348381e+01,5.724450010012817813e+01,3.855304357613312760e+01,-1.132047857445891026e+01,-2.333271261024020760e+01,9.146034956913140945e+00,9.042645091765308507e+01,2.260650238361218101e+02,2.112808648811246712e+02,1.614215196723809242e+02,1.007597343524721225e+02,2.721725325888003510e+01,-8.353670375947717730e+01,6.899543381773696638e+00,2.275207270199152276e+02
2.060244313462772681e+01,4.616811064778504914e+01,4.427644499388021870e+01,1.009583509473313967e+01,-2.604081913033814999e+01,-6.914427847529609039e+00,8.143205750057946091e+01,1.496009642100717656e+02,2.240306398391575726e+02,1.333351990439835504e+02,-2.779599632961037514e+00,2.709812123169653830e+01,-6.924485966863159092e+00,1.654068273902410340e+02,2.251779897172534106e+02,4.711472419832241485e+02
2.161499447770181703e+01,4.300759338304959556e+01,3.114934236060175721e+01,-1.189030910002018970e+01,-1.089303442529864441e+01,5.989852243622787853e+01,1.768298205997496098e+02,2.126234045356034983e+02,8.633364956226650122e+01,-6.048630652229556404e+01,-3.027596031806547217e+01,1.275271861810808929e+02,3.920348533489388956e+02,2.714570446738758847e+02,1.343782671602112373e+02,1.972285214918983343e+01
2.267526152855588606e+01,3.900993069708772509e+01,1.753556035775027766e+01,-1.494621837563621369e+01,1.756861961250701398e+01,1.316835465061310799e+02,1.673496726121659322e+02,8.380902078099977359e+01,-9.858462757796871756e+00,-3.977230323657454392e+01,1.496802757479337345e+02,2.779609266254858539e+02,1.728026981187420290e+02,-2.397527322453697707e+01,5.698407329904739527e+00,1.596560448687108646e+02
2.396403208783951655e+01,3.501212774505900427e+01,-2.734733748052278202e-01,-1.322600361041483552e+01,6.358921274953583236e+01,1.348607559641927764e+02,1.071979620380269438e+02,-2.763090414506024217e+00,-4.636342931550885282e+01,1.708680057806833474e+02,1.912138570630010861e+02,1.411753119966136296e+02,2.524163468894565199e+01,-2.325309231800679299e+01,3.359598982025021314e+02,3.088158193647720964e+02
